[ 2026-03-21 12:30:13,693 ] 161 numexpr.utils - INFO - NumExpr defaulting to 12 threads.
[ 2026-03-21 12:30:14,942 ] 16 root - INFO - Initiate the Data Ingestion
[ 2026-03-21 12:32:43,405 ] 69 root - INFO - Performed train test split on dataframe!
[ 2026-03-21 12:32:43,405 ] 70 root - INFO - Exited split_data_as_train_test method of Data_Ingestion class
[ 2026-03-21 12:32:43,454 ] 77 root - INFO - Exported train & test data!!
[ 2026-03-21 12:32:43,455 ] 20 root - INFO - Data Initiation Completed
[ 2026-03-21 12:32:43,458 ] 24 root - INFO - Initiate the Data Validation
[ 2026-03-21 12:32:43,558 ] 27 root - INFO - Required number of columns: 2
[ 2026-03-21 12:32:43,561 ] 28 root - INFO - DataFrame has columns: 31
